userName,score,at,content
Zaenal Ragil,5,2019-04-08 10:59:19,"sangat membantu di setiap moment penting saya. Murah, cepat, aman dan nyaman... apalagi dengan OVO, tanpa transaksi yang berbelit².. saldonya mudah dan banyak discountnya. Terima kasih yang tak terhingga untuk GRAB ku."
Si Fia,5,2019-04-08 08:35:49,sejauh ini. pengalaman pakai jasa grab selalu memuaskan. pernah 1x kejadian hp ketinggalan di mobil driver.. gak ada 1 jam hp udah dikembalikan tnpa ada masalah.
Rozy Fifa,3,2019-04-08 07:51:17,"sekarang beberapa grab kurang ramah. promonya juga jika ada notifikasi baru bisa mendapat promo. jika tidak ada maka grabnya tidak ada promo, sedangkan di grab saya sudah tidak pernah ada notifikasinya.lebih lagi pengemudi grab tidak mau membatalkan pesanan dan kita yang disuruh. akhirnya karena pengemudi minta dibatalkan terus grab saya sempat eror 3 hari. tolong diperbaiki ya:)"
nur hasan,4,2019-04-08 07:39:21,sy merasa terbantu dengan adanya aplikasi grab online ini tp kenapa ga sy kasih bintang 5 alasannya sering kali motornya kadang byk yg ga sesuai dgn apa yg ada di pesanan kt .contoh dari plat nomer motor sering kali berbeda .dan sy jg pernah mengalami .sy pernah minta anterin E-Tol .lwt grab tp ga sampe ketangan orang tersebut .tp sy ga perpanjang biarin ajah sy masih kasian takut dia kena saspen .sy rasa cukup trimakasih.
Ely Indrawati,3,2019-04-08 06:06:11,sebenernya suka.. tapi gini nie yg susah klo ganti hp.. gak bs login dgn nomer hp yg perna dipakai.. lha trs klo kita beli hp baru.. nomer nya kan tetep.. itu yg gak bisa di aplikasi grab ini.. dan nomer saya ke blokir..
Zabfira Rahani,1,2019-04-08 04:09:17,saya udah download aplikasi tapi kenapa aplikasi lelet banget padahal sinyalnya banyak yg muncul diaplikasinya cuma tulisan tranportasi padahal saya mau pesen grabfood udah 2 kali ada ulang tapo masih tetep aja kek gitu
Pengguna Google,1,2019-04-07 23:56:46,"Sering banget eror di maps nya. Trus juga sering banget susah buat login, tulisannya malah Google saya yang bermasalah + klo ngasih promo yg bner please! Saya baru dapat promo dan belum di pakai sama sekali tapi tiba-tiba gak bisa di pakai!!! Tolong perbaiki!!"
Mutiara Zahra,5,2019-04-07 22:09:03,"cukup baik sistemnya makin membaik dan untuk promo2nya banyak yg blm sesuai dengan waktu yg ditetapkannya, kadang gabisa kepake padahal blm terpakai dan waktu nya pun masih sesuai dengan info persyaratan promo tsb"
dede shella45,3,2019-04-07 12:10:48,"coba jalan terlalu sering pembaruan. efeknya menghambat orang yang lagi buru2. lagi buru2 jadi terpaksa tunggu update dulu. iya kalau sinyal bagus , kuota banyak ndak masalah. kalau yang semuanya serba pas pasan kan kasihan, pahamilah orang orang menengah ke bawah"
F FitriaIb,1,2019-04-07 12:10:18,"minus nya driver grab khusus nya disemarang kota kebanyakan tidak pada sopan.dan kalau mengantar ketempat seperti kehotel itu pasti dicap ""negatif"".tidak hanya sekali dua kali banyak driver grab chat ke no sya yg tertera di grab dengan kata kata tidak sopan bahkan melecehkan.mohon perbaikan untuk cara berbicara menjadi driver yg baik khususnya buat driver grab agar tidak terlalu ikut campur urusan penumpang.driver grab kan hanya sebagai tukang ojek online yg mengantar penumpang saja tidak lebih."
Purba John,5,2019-04-07 03:34:30,"Keberadaan Grabb di Indonesia sangat dibutuhkan krn menyediakan dan mengelola transportasi yg memberi rasa aman, nyaman dan biaya murah kpd slrh masyarakat. Selain hal tsb Grabb jg membuka lapangan pekerjaan yg luar biasa"
Haris Raeda,5,2019-04-07 00:37:38,"Sayang iklan isi ulang OVO menutupi Map Tracking trip, sangat mengganggu, sebaiknya ada opsi untuk menyembunyikan, mohon di tingkatkan supaya pengguna lebih nyaman. tks"
Karin Putri,5,2019-04-06 11:41:27,"lebih ditingkatkan lagi identitas pengemudi, jika data pengemudi tidak lengkap dan jelas jangan diterima jadi grab. saya trauma pulang malam dengan grab pengemudinya tidak sopan, saya untung bisa jaga sikap, takutnya kalo penumpang yg dibawah umur gk tau apa"" yg biasa kalo antar/jemput dipesankan grab lebih berhati"". terima kasih"
Tuti Meliyani,5,2019-04-06 02:00:07,"1 setiap promo pasti gk kehabisan, percuma ada promo ,coba di atur seefektif mungkin jam promo nya 2 setiap penukaran grab poin reward gk fungsi apa2 tapi poin saya nya ke ambil otomotis."
Rifan Parista,1,2019-04-06 01:15:28,"aplikasi grab skarang sering eror, keterangan di aplikasinya pengemudi sudah sampai kenyataan nya pengemudinya masih jauh. apalagi sering loading kalo buka aplikasinya.. apalagi kalo d keterangan aplikasi si pengemudi akan tiba 2 menit. kenyataan nya 12 menit baru nyampe"
Lia S,3,2019-04-05 20:02:03,"nice cepat nd akurat .. tapi sayang untuk keamanan nya kurang,misalkan sperti : (asuransi kecelakaan) itu tidak ada.. tidak seperti GOJEK, yg sekarang sudah ada di JABODETABEK .. maaf kritik lebih baik,dari pada menghina .."
Ardi Kurniawan,5,2019-04-05 13:24:10,"Aplikasi yang mudah digunakan, dan sangat intuitif. Menu-menu mudah dimengerti, selama ini tidak ada kendala, dan aplikasi akurat dalam menampilkan alamat dan titik peta. Banyak promo di Grab, apalagi kalau kita pakai OVO promonya makin besar. Grab sangat memudahkan kita dalam memesan makanan, dan mengantar kita. Terus tingkatkan dan selalu berinovasi."
silvia chipank,1,2019-04-05 09:22:32,"setelah di upgrade koq, malahan jd lemot dan error ya.. udah reward nya berkurang 600 poin lebih padahal gak kepake. makin gak bagus koq ya sekarang2. mo komplain ribet bgt suruh isi formulir dulu."
Vivien Nafisha,4,2019-04-05 07:47:51,"Kadang suka kesel kalo pas lagi urgent driver ga bisa di hub, trus kita dah nunggu lama tapi driver ga dtg"" tanpa pemberitahuan pula kalo ga mau pick up...sering banget ngalamin hal bgini."
Adi Prayogo,5,2019-04-04 16:52:25,"tolong promo grabbike : decacorn, grabcepat, ovogbjkt, diperbanyak, ditambah, dan diperpanjang waktunya setiap harinya sampai malam jam 23:59, sy selalu kehabisan setiap pulang malam. Terima kasih."
Yemima Sharon,5,2019-04-04 14:32:27,"sangat nyaman pergi kemana2 sama grab, ga mau pindah dari grab.. harga nya konsisten, pengemudi nya kebanyakan good job walau ada beberapa yg krg profesional, driver lebih mengutamakan costumer pastinya.. Good Job Grab.."
Pengguna Google,1,2019-04-04 09:17:34,"Saya kan anak kuliahan, yang harus berangkat tepat waktu dan hampir setiap hari menggunakan grab, bisakah kualitas grab lebih d tinggkat lagi karena ada waktu tertentu aplikasih grab saya tdk bisa digunakan, sudah beberapa kali d perbaharui hasilnya tetap sama."
Mila Santi,1,2019-04-04 07:44:50,sekarang dapetin drivernya agak sulit. dicancel terus lagi! saya gunain apk ini untuk menghemat waktu perjalanan eh malah ga sesuai ekspetasi.
Yoja Creations,1,2019-04-03 13:54:03,"barusan dikasi 5 bintang eh waktu selesai perbarui malah kehapus sendiri aplikasinya, musti di download lagi sama aja makan data saya buat download melulu dan bukan baru sekali saya alami ini bahkan setiap kali minta perbarui setelah di perbarui malah hilang aplikasinya da harus saya download lagi jadi kecewa saya sama aplikasi ini"
Artha Zalindra,4,2019-04-03 13:22:41,suka sih kalau lagi ada promo cuma terkadang batas waktu promonya masih panjang tapi kuota promo sdh tidak boleh digunakan ya itu aja sih kadang kecewannya dan tiap bulan makin tinggi minimal pembelanjaan untk mendapatkan kode promo
Pengguna Google,5,2019-04-03 11:29:58,"dulu waktu sering naik grab car sering ketemu sama supir yang agak jahat gitu, sekrang drivernya uda ramah marah banget, sering dapet promo, hehe tapi promonya cepat banget abisnya, lamaan gitu kan, atau ada promo baru gitu kan hehhe, so far semuanya bagus gue suka banget sama grab membantu banget"
Rachmat Dana Wijaya,4,2019-04-03 07:59:22,"Terima Kasih aplikasi sudah banyak membantu. Namun ternyata banyak akun customer palsu, sehingga sering mempermainkan driver. Mohon sekali k3pada Aplikator, utk bisa daftar Customer Grab persyaratan nya di tambah verifikasi KTP. Supaya akun yg Real saja yg ada, dan untuk menanggulangi order order fiktif yg semakin marak dan ramai. Terima Kasih."
eko_TV official,1,2019-04-03 04:11:55,aplikasi grab ada promo GRABHANDAL .tapi ketika saya mau pake promo tersebut malah ga bisa .. ( voucher habis digunakan ) jelas2 saya belom gunakan.. mending ga usah ada promo
Dwi Kristina,5,2019-04-03 02:40:17,"tolong diberi kolom review dimasing-masing seller grab food beserta dengan upload foto makanan yg di beli agar kelihatan mana yang recommended dan mana yang harus memperbaiki diri karena sering kali saya membeli makanan yang di pesan dengan yang datang jauh dari ekspektasi dan terkesan penipuan, tapi tidak sedikit juga yanh sangat recommended dari segi rasa dan kuantitas, mohon masukkan saya di pertimbangkan, terima kasih"
Shabrina Hasyim,5,2019-04-02 15:18:30,"sangat menyenangkan dan praktis menggunakan aplikasi grab untuk hal2 yg terkadang kita butuhkan dalam waktu dekat dan cepat, jadi sangat efisien dan multifungsi sekali, apalagi bagi para kaum milenial yg kebutuhan hidupnya banyak ditunjang oleh gawai. tapi yang paling penting jangan sampai aplikasi ini menjadikan kita malas bergerak dan melakukan segala sesuatu secara independen, jadilah bijak dalam memanfaatkan teknologi yang tersedia luas di zaman kita ini, jangan malas bergantung padanya."
sinyo kaka,3,2019-04-02 14:42:22,"dear grab sebagai pengguna sya sangat terbantu dengan aplikasi ini. tp yg sya alami untuk layanan grab foodnya d daerah balikpapan dan malang selalu tidak dapat menemukan driver yg mengantar, karena drivernya kebayankan tidak mau menerima. tlg diperbaiki layanan grab foodnya . dan klu bisa Ovo ditingkatkan layanannya supaya bisa dikombinasikan uang tunai dan uang virtualnya dalan pembayaran.trimakasih"
Venecia Az-zahra,1,2019-04-02 12:08:46,"saya kecewa karna saya udah beli rewards pake poin dan poin saya udah kepotong tapi gak bisa dipake rewardsnya. ditambah lagi grab lemot banget, terus promo yang KATANYA dari jam 9 pagi sampai 12 malam tapi pas mau dipake kisaran jam 7 malam udah gak bisa. jadi tolong dong dibenerin."
Tryfena Febry,4,2019-04-02 10:21:39,Sudah baik. Cuma biasanya kendaraam yg di gunakan driver tdk susai aplikasi dan tidak memberitahu jadi bingung. Apa lagi di tempat saya bayang grab yang sering lewat.
Vieri,5,2019-04-02 09:45:31,yang jelas sangat terbantu dengan layanannya... drivernya baik baik semua walu kadang ada yang suka ganti mobil. ada juga drivernya beda.. mau cancel nggak tega. semoga lebih baik
hendra gunawan,4,2019-04-02 09:14:12,"tolong update terus, dan tingkatkan pelayanan terutama grabfood , soalnya banyak harga yang tidak sesuai dengan aplikasi, ada restoran yang sudah pindah tapi masih tercantum di aplikasi, ada restoran tutup tapi tidak melapor ke grab sehingga pelanggan melakukan transaksi yang harus di batalkan"
Novi Ardana,1,2019-04-02 09:02:18,"BENCI. Kalo udah dapet pasti selalunya abang""nya banyak alesan. Kalo emg ga bisa jemput knp harus ambil orderan saya kalo kaya gitu kan kita nya jga yg suruh cancel trs akun kita di suspen sdngkan dari dia nya gamau cancel."
Fina Lawdy,2,2019-04-02 08:27:54,"titikx g sesuai alamat yg dituju, kadang driverx marah krn g sesuai padahal mmg titikx g sesuai alamat penumpang. dikit2 update, malah makin lelet."
MMCe Marhaini Sasi,1,2019-04-02 06:59:33,skrng kenapa sih grab kalo lagi order grab .. terus tiba2 keluar dan pas dibuka tampilanya kayak mau mesen baruu .. padahal orderan masih berjalan .. di klik juga sama aja ... tampilamnya kayak mau order baru .. jadi susah buat chat driver atau call
Gusti Ayu Made Maylita,2,2019-04-02 06:36:39,maps otomatis yg ada pada grab untuk titik pick up nya kurang akurat. terkadang melenceng dari tempat pick up seharusnya. alangkah baiknya untuk lebih di perbaiki lagi. terimakasih.
"Romani, Amd,Kep",2,2019-04-01 05:52:07,"semenjak update ini, aq kecewa 3x... setiap mesan grabike atau grabcar selalu di pickup tanpa bawa penumpang, seolah2 driver nya bawa tuyul.... mau dicancel gak bs, waktu saya terbuang banyak hanya karna itu...."
Supriyanto Supriyanto,4,2019-04-01 04:22:22,"baik, utk titik tujuan atau penjemputan kawasan UGM JOGJA agar sering dicek dan diperbarui agar penumpang lebih nyaman dengan lokasi yg tepat sehingga perjalanan lebih efisien. Beberapa titik fakultas sering membingungkan karena portal."
yuanita setiorini,4,2019-04-01 03:40:53,"nyoba order grab car dari rumah tapi ternyata titik jemputnya gak kebaca ( sudah ada alamat tertera ) yang lumayan jauh dari rumah ,entah hp yang error atau emang seperti itu .. endingnya cancel .. kalau bisa titik jemput dibikin sesuai dengan yang order .. trims"
Ben Eko,1,2019-03-31 12:35:27,"tiap d cancel atau ga ada driver, sistem akan refresh ulang alamatnya, mesti d ketik lagi, d cari lagi.. capek. udh gtu titik pasnya malah ga bisa, ngebuang jauh dr titik yg kita mau."
Fauzia MNF,1,2019-03-31 10:57:41,"Aplikasi ini makin kesini makin berkurang kualitas nya, saya pengguna grab sudah lama, percuma status akun saya platinum terus punya poin banyak tapi setelah ditukar dengan voucher potongan harga untuk grab food malah voucher nya gabisa digunakan semua, udah hubungi CS udah lewat email juga ngasih hasil screenshoot tapi tetep ga bisa digunakan juga itu voucher nya. Sangat amat mengecewakan lah pokoknya. Tim terkait nya juga ga cepat tanggap."
Klipz7,3,2019-03-31 08:13:38,"Setelah sy daftar grab resto, tidak ada pemberitahuan lebih lanjut mengenai cara mengatur Jam buka tututup resto dan update info menu makanan.. pake aplikasi apa supaya bisa editnya? seperti layaknya aplikasi Goresto.."
jasa cetak,4,2019-03-31 06:55:20,"Sebaiknya fitur autobid agak di perketat lagi, karena banyak driver yg menerima order tapi setelah nunggu lama malah ngemis minta cancel sama konsumen. Dan driver2 yg bergerombol di satu titik agak sedikt atur, karena tidak sedikit aktivitas2 bergerombol malah menganggu warga setempat maupun pengguna jalan."
Agung Prastyo,3,2019-03-31 03:34:56,"bagus sih.. tapi sayang, gak bisa di rotasi penggunaan layarnya, kasian yang tc bagian atasnya rusak, gak bisa pencarian dan sebagainya.. 😥"
Pengguna Google,4,2019-03-30 23:29:15,"Sangat baik, sampai kota kota kecil, mungkin lebih bisa ditingkatkan untuk fitur grabfoodnya mitra nya diperbanyak"
Pengguna Google,1,2019-03-30 21:04:40,ahhh taik lah. php juga ini grab. udah tiga bulan saya nggak bisa pakai promo. dan kedua saya berpikir Ovo itu lebih hemat dari bayar cesh dan ternyata nggak ada bedanya sama saja cuman berkurang beda seribu saja. tolong ya grab jangan buat smua orang kecewa
Pengguna Google,3,2019-03-30 16:43:02,Saya harap pihak grab juga memberikan kenyamanan Kepada penumpang disabilitas dan aplikasi grab dapat diakses atau aksesibel untuk tunanetra karena banyak sekali menu-menu di dalam aplikasi grab yang tidak dapat terbaca oleh aplikasi TalkBack
Riskia Bangun,3,2019-03-30 14:34:35,titik lokasinya kurang optimal beda sama gojek. kadang driver grabnya bingung pas mau pickup karena dr aplikasi bawa ke jalan buntu. teruskan di aplikasi ngambil jalannya dr jalan yg jauh otomatis ongkosnya makin mahal. ntr kalo udh diperbaiki feed bintang 5 deh. thx
Wulan Sari,5,2019-03-30 12:04:13,"aplikasi grab mantap. banyak diskon. selalu ada diskon. pengemudi juga ramah. hanya saja kelemahannya saat habis hujan, sinyal pengemudi jelek, sehingga terkadang map tidak berfungsi dan pengemudi kesusahan mencari tempat pemesan."
Pengguna Google,3,2019-03-30 09:25:44,aplikasi bagus sangat membantu tapi terkadang kode promo tidak bisa di pakai padahal masa berlaku masih ada dan jam juga sesuai sama yang dit tentuin sama grab tapi kadang tidak bisa di pakai.. saya kasih bintang 3 dulu biar di perbaiki
Fitra Sanjaya,5,2019-03-30 06:50:22,Suka pakai grab karena banyak promonya ditambah lagi pakai OVO. Untuk kedepannya diberikan juga penilaian untuk mitra merchant atau toko agar kita bisa komplain ke mitra/merchant karena selama ini hanya ada penilaian untuk drivernya saja. Sukses terus grab.
Pengguna Google,4,2019-03-30 05:57:26,sedikit mengecewakan terkadang greb gk jelas.... di tunggu sekian lama gk ad balasan setelah di tunggu di batalkan oleh abang grbnya sendiri tanpa ad konfirmasi sedangkan saya butuh cepat sangat mengecewakan.... saya bayar pakek uang bukan pakek daon yg seenak jidat di batalkan tanpa ad konfirmasi tolong di perbaiki lagi trimas
Pengguna Google,2,2019-03-30 05:14:16,hampir beberpa kali instal keseringan gabisa login padahal udh registrasi. harus di instal berulang kali baru mau. banyak ngabisin kuota. pdahl dulu sering makek tapi gak gini.
Hery Wahyudi,5,2019-03-30 04:43:12,Saya pelanggan setia grab sudah lama. Namun akhir2 ini saya kecewa. Driver suka malas2an yg akhirnya minta cancel trus bahkan ada yg sama sekali tidak merespon. Alhasil akun saya terblokir tidak bisa melakukan pesanan gara2 sering cancel. Yang lebih parah nya lagi ovo saya terpotong hilang begitu saja.
Brinda Butarbutar,3,2019-03-30 04:05:49,"saya suka memakai grab, karna saya sangat terbantu.. Tapi kalau bisa jangan dikit dikit minta di update dong, baru seminggu lalu di update masa udah harus update lagi.. Mohon perbaikan nya. Terimakasih"
bazir 717,1,2019-03-29 15:55:37,"Setiap pake promo berasa tidak nyaman, driver banyak yg mengabaikan orderan. Dan kurang dihargai. Padahal sy selalu kasih tips tambahan. Tolong untuk promo2nya di akun driver jangan di perlihatkan seperti gojek. Jd para driver tidak mengabaikan pelayanannya."
Halim Kusuma Setyawan,2,2019-03-29 14:50:15,"saya pesen kok dpt driver jauh2, gmna ini driver jauh trus saya jd nunggu, pesen lbh awal juga salah drivernya g mau nunggu, trus pasti drivernya minta cancel, kita cancel malah dpt driverblbh jauh..sekrang saya lebih suka pakai Gocar, lebih efektif walaupun driver di malang g sebanyak grab, maaf ya apk semakin buruk saja GRAB."
Pengguna Google,1,2019-03-29 14:30:41,"saya menilai grab kurang bagus karna susah mendaftar akun grab,masaan dibilang akun ditangguhkan. padahal sudah nomor dan email baru. lebih enak gojek,gampang daftarnya. mohon diperbaiki lagi pihak grab!"
Sitti Khadijah Maulana,5,2019-03-29 09:54:31,"perlu diberi informasi atau arahan bagi pengemu grab card krn ada sebagian pengemudi tdk mau mengantar sesuai alamat maksudnya dia hanya mengandalkan titik yg ada di google map padahal alamat yg kami pesan kan tdk harus disatu titik krn alamatnya panjang jd perlu mereka pahami, makasih"
Pengguna Google,5,2019-03-29 07:52:48,"Saya pengguna grab jga.. Kasian diversifikasi om mba atas mas... Promosi nya si bagus.. Tpi kdang"" diversifikasi sering curhat jmput di mana penurunan di mana dan pas saya tanya argo tidak sesuai.. Mari bersama"" kita jujur dan kasih bintang 5 diversifikasi nya kasian mereka pnya anak istri seumpama posisi kita kya dia pasti kita merasakan ap yg dia rasa"
Pengguna Google,3,2019-03-29 05:50:27,grab memang sangat membantu tapi tolong pengemudi nya ngambil nya jangan jauh jauh. pernah juga waktu itu potong point buat dapet diskon udh ke potong point nya tapi diskon nya ilang. waktu promo isi ovo di pengemudi minimal 20 dpt 5ribu juga saya gak dpt padahal baru pertama kali. tolong di perbaiki lagi
Suka Shisuka,1,2019-03-28 10:27:24,"Saya sering menggunakan GRAB. Dan saya kalau mau top up saldo ovo selalu ke drivernya karena menurut saya praktis dan tidak buang2 waktu. Tapi kenapa sekarang top up langsung ke driver malah tidak ada lagi??? Tadi saja mau top up lewat ATM Mandiri malah gagal terus. Dan untuk top up ke Alfamart sangat jauh. Tolong jangan bikin ribet. Diperbaharui, bukannya makin bagus malah turun."
Pengguna Google,5,2019-03-28 06:33:21,aplikasi membantu masyarakat....tpi kalau bisa pengguna / pemesan untuk masuk aplikasi menggunakan foto ktp....soalnya driver sering terkena order fiktif....ini hanya masukan buat aplikasi grab...saya sebagai pengguna dan driver merasakan di rugikan apabila sering mendapatkan order fiktif....terima kasih salam grab semoga selalu sukses
febrina savitri,1,2019-03-28 06:05:29,harusnya ada aplikasi grab food merchant supaya lebih mudah untuk mengedit menu dll mengenai resto. pusat bantuan juga gk membantu sama sekali dn malah bertele-tele. pelayanan melalui email seharusnya jgn dihilangkan juga
Danz Praz,1,2019-03-28 05:29:41,tolong ko saya gak bisa daftar katanya akun bermasalah.. padahal email udah ganti no udah ganti masih tetep kaya gitu.. akhirnya saya jadi pindah ke aplikasi sebelah.. tolong bos kondisikan
Rizky Naufal,1,2019-03-28 00:23:45,kalo menurut saya buat aplikasi konsumen janganbanyakan upgrade meskipun ada notifikasi update mohon ada pilihan lain kali jadi bisa tetep di pakai.... soalnya kuota sama memory kadang perlu ruang lebih besar buat update. #
Debby N,5,2019-03-27 12:19:22,"grab 'selalu ada' mengantarkan kemana saja dan dimana saja, melayani dgn baik. memberikan banyak promo. tapi, saat hujan iman itu diuji karena sering dapet driver yang jauh hhe dan driver juga suka minta cancel tapi harus kita yang cancel, padahal kalo sering seringkan kita juga takut kena blokir gitu. tapi sejauh ini saya senang pake grab, sekian hhe"
Fathoni Thalib,5,2019-03-27 11:50:22,"Buat yang pada komen tidak jelas menyudutkan driver grab,plat beda lah,dan lain-lain. Kalian harusnya punya otak,kalia sudah diantar dengan baik dan selamat sampai tujuan,driver. menjamin keselamatan dan nyawa kalian."
Diva Preditha Amilya,5,2019-03-27 10:42:24,"Bagus sih banyak promonya dan harganya pun terjangkau, tapi mohon untuk pilihan menu di grabfood diperbanyak dan tampilan menu grabfood dirapikan lagi. Kadang ada juga beberapa pengemudi yang mau di cancel karena alasan jauh padahal lumayan deket sih tempatnya."
Denny Kusuma,5,2019-03-27 08:57:49,"user friendly...catatan tombol fitur ""DARURAT"" nya lebih di tonjolkan warna maupun bentuk, krn banyak teman khususnya perempuan yg tdk tau keberadaan fitur itu"
Pengguna Google,4,2019-03-26 15:19:53,"drivernya ramah, baik dan pelayananya jga bagus , tpi akan lebih baik lagi jika drivenya terutama grab bike itu lebih menjaga kebersihan biar yg di bonceng ga pingsan maaf yaa, tolong juga bilang ke drivernya untuk cuci helmnya biar yg pake nyaman"
Pengguna Google,3,2019-03-26 12:31:29,Mau isi ulang via pengemudi susah. Kadang di GPS pengemudi nya ga sampai2. Akhirnya tombol Isi Ulang ga keluar dan bug nya itu sampai di tempat tujuan ga muncul2 tombolnya. Terpaksa harus isi ulang di Alfamart. Mengecewakan...
Eni Kusrini,1,2019-03-26 09:58:51,"Suka sulit nemuin driver kalo bayar pake OVO baik pesen F&B, maupun sekedar transportasi sekalinya dapet pasti drivernya minta cancel🙄 saldo g bisa diuangin lg, tapi susah mau d pakenya, apa fungsinya kalo gitu??"
Yusnia tika Safitri,4,2019-03-26 07:05:40,grab carnya membantu sekali untuk perjalanan saat di luar kota👍🏼 kalo bisa untuk driver yang ambil orderan benar-benar yang dekat dengan lokasi jangan mutar2 terlalu jauh😊
Pengguna Google,1,2019-03-25 15:11:25,kecewa sekali sama grab. Masa drivernya nggak tau OVO? padahal jelas2 di bill aplikasi tertulis pembayaran menggunakan OVO. Mana drivernya ngotot saya harus bayar lagi. Jd total saya bayar 2x lipat untuk sekali transaksi. nice 👏👏
Chintya Ones Charly,1,2019-03-25 11:30:08,"saya pesan grab dengan promo 1Rp, tapi yang dipotong 7001. Padahal ditempat saya minta antarkan tidak ada pungutan biaya apapun.. Seharusnya, walaupun ada harus izin dulu dong kesaya buat potong saldonya. Ga seenak jidad aja. Lagian saya tau persis kampus saya ga mungut biaya apapun. Untuk lokasi, parkir dan lain2."
Nismiati Suyitno,1,2019-03-25 10:15:28,"Baru update, gak bisa aktifin OVO. Sms verifikasi tidak pernah sampai, dicoba berkali2 sampai dapat pesan error ""kamu terlalu banyak mencoba"". Ya orang kaga nyampe2, malihhhh"
Pengguna Google,4,2019-03-25 05:48:48,saya kasih bintang 4 dulu kenapa grab promo tidak bisa di pakai padahal belum dipake sama sekali terus tulisannya anda sudah terpakai 7 kali terus saya bingung dan mohon perbaiki lagi saya kasih bintang jadi 5 terima kasih
Ena WINNERcity,5,2019-03-25 05:43:11,Menyediakan banyak voucher diskon secara periodik. Hanya saja untuk beberapa lokasi tujuan terkadang masih terjadi mismatch bahkan tidak sesuai dengan lokasi map di tempat.
Dewi Pasaribu,5,2019-03-25 05:07:20,naik grab bike pakai ovo jarak 2.5km bayar 92.000. sy cancel ga bisa langsung hang.ga mungkin banget harganya semahal itu. mohon agar sistemnya siperbaiki lg. agar tdk ada lg org yg mengalami seperti sy.
Pengguna Google,4,2019-03-24 12:08:10,udah bagus sih grab. tapi kalo bisa ya point yg ditukarkan buat tarif lebih murah bisa dikembalikan apabila tibatiba harus dicancel kalau resto tutup atau pengemudi sedang jaih dari posisi kita. karena ngumpulin point nya ga gampang dan ketika dipakai terus dicancel rasanya sedih:(
Pengguna Google,4,2019-03-24 06:16:59,grab really helpful. mau makan pas hujan atau mungkin mager tinggal buka hp langsung bisa pesen apapun. Tapi sayangnya referensi nya kurang banyak. but overall okayy banget pokoknya. Jadi lebih hemat karena ada banyak promo juga❤️
Ita Chandra25,2,2019-03-24 04:06:53,tolong pembenahan untuk grabfood kadang alasan driver cancel toko makanannya sudah tutup namun tayangan di aplikasi toko makanan masih buka. tolong update restoran2 dgn berbagai makanan. agar banyak pilihan. terima kasih
Raden Herman purwanto,5,2019-03-24 01:36:59,"agar lebih akurat saat jemput dan antar terutama yang sifatnya rutin tiap hari /sering/pernah dikunjungi, carinya bisa lebih cepat diaplikasi grab, terima kasih"
Riza Aulia,3,2019-03-23 13:18:55,"awalnya enak dipake, tapi udah di update beberapa kali malah notifikasi nggk muncul dan gapernah muncul sampe skrng. padahal udh di update terus"
Agus Romansyah,5,2019-03-23 10:25:05,saya suka dengan aplikasi greb .tapi saya mohon untuk kelancana masuk aikasi kedaptar akun nya di per mudah dan di prlancar .untuk mendapat kan lokasi yang di sesuaikan dengan prmintaan konsumen pengguna aplikasi ini .dalebih mudah untuk brkomunikadinya .dengan pengusaha reb.nya
Meg,3,2019-03-23 06:33:10,"Bagus sih, tapi kalo cancel kenapa saldo dipotong ya? Coba jelaskan Min.. Sudah 3 kali kami meng cancel karena alasan sopir yg macam2, tapi malah kena potong saldo biaya jalan full. Kalo potongnya 20 atau 30% sih fine, lha ini kami gak jalan malah kena potong saldo 100%."
lencana xcom,1,2019-03-23 06:26:37,Lebih lambat koneksi nya padahal internet bagus. Pake aplikasi sebelah langsung jreng. dan juga map tidak lengkap..
Lina Aprilia,1,2019-03-23 05:25:18,"min, knp driver grab itu. klo order pke promo driver ny bnyak yg mnta cancel. atau driver ny yg cancel sndiri. klo gt ga usah ada promo. klo kaga ada yg mau mah.. payah bgt kecewa"
Milma Yulafni,5,2019-03-23 04:36:56,gini.. sy pengen pesan makanan.. tp disekitar tmpat tinggal sy gak ada restoran ... sy bingung mau make fitur yg mana.. mohon bantuannya ... klo dulu kan ada yg namanya kurir .. skrg udah gak ada.. bisa dibantu
ayu permata indah,1,2019-03-23 00:42:13,saya sangat kecewa tidak dapat topup saldo grabpay melalui driver. saya tidak bisa topup melalui atm atau lainnya karena nomor lama saya sudah tidak aktif dan jika diganti dengan nomor hp yang baru tidak bisa karena harus konfirmasi ke nomor lama.. mohon solusinya bagaimana cara ganti nomor hp tanpa konfirmasi ke nomor lama yg sudah tidak aktif/hilang dan tanpa ribet membuat surat pernyataan perubahan nomor dengan materai? terima kasih
Pengguna Google,2,2019-03-22 12:02:30,"makin kesini grab makin error setiap mau grab food selalu bilang ""maaf semua pengemudi kami lagi sibuk"" bekali2 di ulang tetep gitu..sejam saya mau pesan gk bisa2 😡😡 tolonglah lebih di bagusin lagi app nya."
nwsph vd,1,2019-03-22 11:55:14,app sering error. tuker poin udah kepotong giliran mau dipake ga muncul. sering banget voucher ga bisa dipake padahal belum pernah digunakan tapi notifnya sudah habis digunakan 😅
JEREMIA SIWU,1,2019-03-22 06:43:39,"aplikasi payah dan mengecewakan. sangat susah dapat driver. biasa lihat di maps bnyk mobil, skrg sdh jarang terlihat mobil. pindah aplikasi lain saja."
